player,team,AVG,G,PA,AB,H,HR,RBI,SB,BB,HBP,SO,SH,GDP,OBP,SLG,OPS,RC27,XR27,year
髙橋　大樹,広島,0.2,14,16,15,3,0,0,0,1,0,5,0,0,0.25,0.2,0.45,1.46,1.62,2020
愛斗,西武,0.154,7,14,13,2,0,3,0,0,0,5,0,2,0.143,0.154,0.297,-1.48,-0.77,2020
松本　直樹,ヤクルト,0.231,6,14,13,3,0,0,0,1,0,3,0,0,0.286,0.231,0.516,2.37,2.48,2020
板山　祐太郎,阪神,0.167,5,14,12,2,0,0,1,2,0,3,0,0,0.286,0.167,0.452,2.29,2.54,2020
江越　大賀,阪神,0.0,45,13,10,0,0,1,3,2,0,6,0,0,0.154,0.0,0.154,-0.45,0.72,2020
石川　駿,中日,0.3,11,13,10,3,0,2,0,1,2,3,0,0,0.462,0.5,0.962,9.68,9.3,2020
長岡　秀樹,ヤクルト,0.083,6,13,12,1,0,0,0,0,0,3,1,1,0.083,0.083,0.167,-1.9,-1.74,2020
渡邉　大樹,ヤクルト,0.273,33,12,11,3,0,0,2,1,0,3,0,0,0.333,0.273,0.606,1.99,2.21,2020
吉川　大幾,巨人,0.1,30,12,10,1,0,0,2,1,0,2,1,0,0.182,0.1,0.282,-0.09,0.22,2020
森　敬斗,DeNA,0.25,8,12,12,3,0,0,0,0,0,1,0,0,0.25,0.333,0.583,2.91,2.7,2020
武岡　龍世,ヤクルト,0.333,5,12,9,3,0,0,0,2,0,3,1,0,0.455,0.333,0.788,6.58,6.4,2020
熊代　聖人,西武,0.1,38,11,10,1,0,0,2,1,0,3,0,0,0.182,0.1,0.282,0.81,1.11,2020
西田　哲朗,ソフトバンク,0.091,36,11,11,1,0,1,2,0,0,4,0,0,0.091,0.091,0.182,-1.29,-0.96,2020
荒木　郁也,阪神,0.091,16,11,11,1,0,0,2,0,0,4,0,0,0.091,0.091,0.182,-1.29,-0.96,2020
モタ,巨人,0.222,9,11,9,2,1,4,1,2,0,3,0,0,0.364,0.556,0.919,8.09,8.29,2020
松本　友,ヤクルト,0.2,9,11,10,2,0,0,0,1,0,3,0,1,0.273,0.3,0.573,1.43,1.35,2020
吉田　大成,ヤクルト,0.111,8,11,9,1,0,1,0,1,0,2,1,1,0.2,0.222,0.422,-0.03,-0.03,2020
井上　広大,阪神,0.091,6,11,11,1,0,1,0,0,0,5,0,0,0.091,0.182,0.273,-0.69,-0.59,2020
髙部　瑛斗,ロッテ,0.1,5,11,10,1,0,0,0,0,0,4,1,0,0.1,0.1,0.2,-1.02,-0.81,2020
湯浅　大,巨人,0.0,13,9,7,0,0,0,2,1,0,3,1,0,0.125,0.0,0.125,-0.05,0.3,2020
香月　一也,巨人,0.0,8,9,9,0,0,0,0,0,0,2,0,1,0.0,0.0,0.0,-3.37,-3.24,2020
谷口　雄也,日本ハム,0.222,7,9,9,2,0,1,0,0,0,3,0,0,0.222,0.333,0.556,2.37,2.2,2020
戸川　大輔,西武,0.111,4,9,9,1,0,0,0,0,0,0,0,0,0.111,0.111,0.222,-0.97,-0.74,2020
桂　依央利,中日,0.222,2,9,9,2,0,2,0,0,0,3,0,0,0.222,0.333,0.556,2.37,2.2,2020
滝野　要,中日,0.286,10,8,7,2,0,0,0,1,0,1,0,0,0.375,0.286,0.661,4.79,4.75,2020
堀内　謙伍,楽天,0.0,10,8,7,0,0,0,0,0,0,4,1,0,0.0,0.0,0.0,-2.33,-2.09,2020
俊介,阪神,0.125,9,8,8,1,0,0,0,0,0,2,0,0,0.125,0.125,0.25,-1.85,-1.59,2020
山下　斐紹,楽天,0.0,8,8,7,0,0,0,0,1,0,3,0,0,0.125,0.0,0.125,-1.62,-1.2,2020
正隨　優弥,広島,0.143,7,8,7,1,1,1,0,1,0,1,0,1,0.25,0.571,0.821,2.78,3.32,2020
勝俣　翔貴,オリックス,0.0,5,8,8,0,0,0,0,0,0,8,0,0,0.0,0.0,0.0,-2.92,-2.63,2020
林　晃汰,広島,0.125,4,8,8,1,0,0,0,0,0,5,0,1,0.125,0.25,0.375,-1.04,-1.08,2020
郡　拓也,日本ハム,0.0,9,7,6,0,0,0,0,1,0,1,0,0,0.143,0.0,0.143,-1.36,-0.95,2020
岡林　勇希,中日,0.286,6,7,7,2,0,0,0,0,0,2,0,0,0.286,0.286,0.571,2.95,2.86,2020
田宮　裕涼,日本ハム,0.429,4,7,7,3,0,0,1,0,0,2,0,0,0.429,0.429,0.857,9.62,8.78,2020
柳町　達,ソフトバンク,0.25,12,6,4,1,0,1,0,1,0,0,1,0,0.4,0.25,0.65,4.12,4.12,2020
三ツ俣　大樹,中日,0.167,8,6,6,1,0,0,0,0,0,2,0,0,0.167,0.167,0.333,0.01,0.16,2020
水口　大地,西武,0.167,7,6,6,1,0,0,1,0,0,2,0,0,0.167,0.167,0.333,0.99,1.13,2020
江村　直也,ロッテ,0.0,5,6,6,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.74,-2.48,2020
小園　海斗,広島,0.0,3,6,6,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.74,-2.48,2020
三木　亮,ロッテ,0.25,22,5,4,1,0,0,0,0,0,2,1,0,0.25,0.25,0.5,1.74,1.69,2020
山田　遥楓,西武,0.2,8,5,5,1,0,0,0,0,0,1,0,0,0.2,0.2,0.4,0.77,0.88,2020
宮本　秀明,DeNA,0.4,6,5,5,2,0,0,0,0,0,3,0,0,0.4,0.4,0.8,2.6,2.63,2020
長坂　拳弥,阪神,0.4,5,5,5,2,1,2,1,0,0,3,0,0,0.4,1.0,1.4,17.04,16.47,2020
九鬼　隆平,ソフトバンク,0.25,5,5,4,1,1,1,0,1,0,2,0,0,0.4,1.0,1.4,13.26,13.41,2020
石原　慶幸,広島,0.0,4,5,5,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.74,-2.48,2020
海野　隆司,ソフトバンク,0.0,5,4,4,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,-2.81,-2.57,2020
中村　奨成,広島,0.0,4,4,4,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.75,-2.5,2020
太田　賢吾,ヤクルト,0.0,4,4,4,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,-4.0,-4.0,2020
百瀬　大騎,DeNA,0.25,4,4,4,1,0,1,0,0,0,2,0,0,0.25,0.25,0.5,1.89,1.89,2020
西川　愛也,西武,0.25,3,4,4,1,0,2,0,0,0,0,0,0,0.25,0.5,0.75,4.7,4.05,2020
渡辺　直人,楽天,0.5,1,4,4,2,0,0,0,0,0,1,0,0,0.5,0.75,1.25,16.52,13.91,2020
岸　潤一郎,西武,0.0,5,3,2,0,0,0,0,1,0,1,0,0,0.333,0.0,0.333,-2.15,-1.53,2020
小窪　哲也,広島,0.333,3,3,3,1,0,0,0,0,0,0,0,1,0.333,0.333,0.667,-0.3,-0.45,2020
桒原　樹,広島,0.0,3,3,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.7,-2.43,2020
山本　祐大,DeNA,0.0,2,3,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.77,-2.52,2020
村林　一輝,楽天,0.0,3,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.7,-2.43,2020
白濱　裕太,広島,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.7,-2.43,2020
山崎　勝己,オリックス,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.7,-2.43,2020
吉田　裕太,ロッテ,0.0,1,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1.12,1.08,2020
細川　亨,ロッテ,0.0,1,1,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.92,-2.7,2020
加藤　脩平,巨人,0.0,1,1,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.92,-2.7,2020
白崎　浩之,オリックス,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020
細谷　圭,ロッテ,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020
荻野　貴司,ロッテ,0.296,143,643,570,169,10,45,24,53,12,70,5,5,0.367,0.425,0.791,5.88,5.69,2021
鈴木　大地,楽天,0.277,143,628,552,153,10,53,3,52,6,51,13,12,0.343,0.377,0.72,4.58,4.57,2021
佐野　恵太,DeNA,0.303,143,615,545,165,17,72,0,61,5,73,0,14,0.376,0.466,0.842,6.32,6.13,2021
中村　奨吾,ロッテ,0.283,143,615,506,143,9,67,12,76,10,90,15,8,0.382,0.415,0.797,5.79,5.74,2021
村上　宗隆,ヤクルト,0.278,143,615,500,139,39,112,12,106,6,133,0,12,0.408,0.566,0.974,8.02,7.94,2021
近本　光司,阪神,0.313,140,612,569,178,10,50,24,33,4,58,4,6,0.354,0.441,0.795,5.95,5.67,2021
島内　宏明,楽天,0.257,141,599,486,125,21,96,2,97,8,87,2,15,0.385,0.477,0.863,6.39,6.38,2021
栗原　陵矢,ソフトバンク,0.275,143,596,531,146,21,77,7,53,2,90,3,9,0.339,0.465,0.804,5.64,5.63,2021
大島　洋平,中日,0.292,141,596,548,160,1,34,16,42,3,60,1,4,0.345,0.35,0.695,4.65,4.48,2021
浅村　栄斗,楽天,0.269,143,595,483,130,18,67,1,101,4,96,0,24,0.395,0.422,0.817,5.77,5.84,2021
柳田　悠岐,ソフトバンク,0.3,141,593,516,155,28,80,6,69,6,122,0,6,0.388,0.541,0.929,7.89,7.59,2021
岡本　和真,巨人,0.265,143,592,521,138,39,113,1,57,7,108,0,16,0.341,0.53,0.871,6.04,6.17,2021
山田　哲人,ヤクルト,0.272,137,581,493,134,34,101,4,76,5,100,0,10,0.37,0.515,0.885,6.71,6.84,2021
桑原　将志,DeNA,0.31,135,571,519,161,14,43,12,44,4,75,4,12,0.369,0.474,0.843,6.17,5.84,2021
宮﨑　敏郎,DeNA,0.301,141,569,519,156,16,73,0,41,4,53,0,15,0.353,0.455,0.808,5.67,5.52,2021
中村　晃,ソフトバンク,0.245,139,552,462,113,8,56,1,70,3,59,11,8,0.344,0.348,0.692,4.36,4.44,2021
西川　龍馬,広島,0.286,137,551,504,144,12,60,3,37,2,70,4,14,0.335,0.399,0.733,4.55,4.51,2021
西川　遥輝,日本ハム,0.233,130,547,447,104,3,35,24,89,4,99,3,3,0.362,0.318,0.68,4.58,4.66,2021
レアード,ロッテ,0.262,136,545,485,127,29,95,0,50,3,109,0,15,0.33,0.478,0.809,5.25,5.39,2021
近藤　健介,日本ハム,0.298,133,545,447,133,11,69,4,88,4,84,0,11,0.413,0.472,0.885,7.35,7.14,2021
宗　佑磨,オリックス,0.272,139,543,481,131,9,42,8,33,13,62,14,15,0.335,0.393,0.728,4.35,4.27,2021
杉本　裕太郎,オリックス,0.301,134,542,478,144,32,83,3,51,10,116,0,15,0.378,0.552,0.931,7.11,7.0,2021
菊池　涼介,広島,0.277,132,542,494,137,16,60,1,42,1,86,2,8,0.333,0.429,0.762,4.96,4.9,2021
塩見　泰隆,ヤクルト,0.278,140,534,474,132,14,59,21,48,10,156,2,1,0.357,0.441,0.798,6.11,5.94,2021
鈴木　誠也,広島,0.317,132,533,435,138,38,88,9,87,6,88,0,7,0.433,0.639,1.072,10.03,9.77,2021
ビシエド,中日,0.275,130,526,480,132,17,70,1,35,8,56,0,15,0.333,0.433,0.766,4.84,4.75,2021
マルテ,阪神,0.258,128,526,446,115,22,71,0,74,4,72,0,16,0.367,0.451,0.818,5.67,5.68,2021
中野　拓夢,阪神,0.273,135,525,466,127,1,36,30,29,6,81,20,6,0.321,0.328,0.649,4.09,4.0,2021
牧　秀悟,DeNA,0.314,137,523,487,153,22,71,2,27,6,85,1,16,0.356,0.534,0.89,6.51,6.24,2021
高橋　周平,中日,0.259,137,520,475,123,5,39,1,40,1,79,0,21,0.315,0.347,0.663,3.44,3.39,2021
森　友哉,西武,0.309,125,520,431,133,11,41,5,79,6,65,1,4,0.42,0.469,0.889,7.86,7.55,2021
源田　壮亮,西武,0.272,119,516,464,126,2,29,24,31,2,67,17,5,0.319,0.347,0.666,3.95,3.87,2021
大山　悠輔,阪神,0.26,129,512,466,121,21,71,2,37,2,89,0,15,0.313,0.453,0.765,4.65,4.76,2021
岡島　豪郎,楽天,0.28,126,507,461,129,8,56,3,28,9,94,5,9,0.331,0.414,0.745,4.62,4.52,2021
青木　宣親,ヤクルト,0.258,122,501,446,115,9,56,0,43,10,44,0,10,0.335,0.383,0.719,4.58,4.5,2021
マーティン,ロッテ,0.233,116,499,416,97,27,75,4,70,10,132,0,9,0.355,0.5,0.855,6.13,6.17,2021
オスナ,ヤクルト,0.258,120,495,469,121,13,60,3,22,2,80,0,18,0.293,0.401,0.694,3.69,3.65,2021
藤岡　裕大,ロッテ,0.255,137,493,432,110,3,37,10,40,2,95,18,7,0.32,0.338,0.658,3.77,3.67,2021
糸原　健斗,阪神,0.286,125,488,441,126,2,30,6,41,2,61,1,9,0.347,0.351,0.698,4.4,4.32,2021
坂本　勇人,巨人,0.271,117,487,424,115,19,46,2,58,1,90,2,4,0.359,0.467,0.826,6.09,5.99,2021
坂倉　将吾,広島,0.315,132,484,422,133,12,68,4,51,4,60,2,9,0.39,0.467,0.857,6.71,6.54,2021
小園　海斗,広島,0.298,113,481,449,134,5,35,4,13,3,57,12,7,0.32,0.399,0.718,4.4,4.28,2021
甲斐　拓也,ソフトバンク,0.227,143,479,405,92,12,44,6,44,2,142,26,7,0.305,0.353,0.658,3.34,3.45,2021
呉　念庭,西武,0.238,130,478,425,101,10,48,3,43,3,70,4,3,0.31,0.348,0.658,3.9,3.98,2021
松原　聖弥,巨人,0.274,135,477,431,118,12,37,15,38,2,100,3,4,0.333,0.422,0.756,5.08,5.05,2021
中村　剛也,西武,0.284,123,475,430,122,18,74,0,39,2,114,0,12,0.343,0.44,0.783,5.23,5.24,2021
紅林　弘太郎,オリックス,0.228,136,473,448,102,10,48,2,12,3,101,6,11,0.251,0.353,0.603,2.63,2.73,2021
福田　周平,オリックス,0.275,107,471,408,112,1,21,9,43,8,52,10,6,0.354,0.321,0.675,4.45,4.38,2021
茂木　栄五郎,楽天,0.259,120,466,410,106,14,53,6,48,6,107,0,6,0.343,0.427,0.77,5.17,5.16,2021
サンズ,阪神,0.248,120,461,408,101,20,65,1,49,1,89,0,11,0.328,0.451,0.779,4.97,5.0,2021
梅野　隆太郎,阪神,0.225,130,458,404,91,3,33,8,41,5,107,6,14,0.303,0.3,0.603,2.79,2.83,2021
淺間　大基,日本ハム,0.251,128,458,411,103,5,31,8,31,5,115,7,5,0.308,0.338,0.646,3.62,3.66,2021
丸　佳浩,巨人,0.265,118,457,392,104,23,55,5,63,0,120,0,5,0.365,0.495,0.86,6.5,6.49,2021
佐藤　輝明,阪神,0.238,126,455,425,101,24,64,6,25,3,173,0,2,0.284,0.466,0.749,4.67,4.71,2021
小深田　大翔,楽天,0.248,121,455,391,97,3,21,5,44,3,65,16,1,0.328,0.312,0.64,3.74,3.75,2021
吉田　正尚,オリックス,0.339,110,455,389,132,21,72,0,58,5,26,0,9,0.429,0.563,0.992,9.05,8.68,2021
ソト,DeNA,0.234,123,451,410,96,21,62,0,35,5,116,0,12,0.302,0.437,0.738,4.22,4.27,2021
京田　陽太,中日,0.257,113,448,409,105,3,24,6,21,7,75,8,5,0.302,0.315,0.618,3.23,3.29,2021
栗山　巧,西武,0.251,117,446,387,97,4,43,1,49,3,58,0,11,0.334,0.32,0.654,3.82,3.97,2021
中村　悠平,ヤクルト,0.279,123,445,377,105,2,36,0,46,4,66,14,10,0.36,0.358,0.718,4.44,4.37,2021
辰己　涼介,楽天,0.225,130,443,374,84,10,32,6,51,6,99,11,7,0.326,0.345,0.671,3.73,3.83,2021
オースティン,DeNA,0.303,107,439,373,113,28,74,1,60,5,111,0,9,0.405,0.601,1.006,8.63,8.37,2021
ウィーラー,巨人,0.289,121,427,384,111,15,56,3,34,8,78,0,16,0.358,0.479,0.837,5.71,5.5,2021
サンタナ,ヤクルト,0.29,116,418,372,108,19,62,2,42,3,103,0,12,0.366,0.511,0.877,6.45,6.27,2021
山川　穂高,西武,0.232,110,414,358,83,24,66,0,43,7,101,0,7,0.321,0.469,0.791,5.16,5.44,2021
今宮　健太,ソフトバンク,0.214,125,413,365,78,4,30,4,22,1,70,23,5,0.259,0.299,0.558,2.38,2.44,2021
Ｔ－岡田,オリックス,0.241,115,407,357,86,17,63,2,35,10,86,0,2,0.322,0.434,0.756,4.99,5.13,2021
髙濱　祐仁,日本ハム,0.262,107,404,367,96,8,43,2,23,1,82,11,10,0.305,0.39,0.695,3.88,3.81,2021
安田　尚憲,ロッテ,0.242,115,399,351,85,8,55,0,43,1,82,0,5,0.323,0.362,0.685,4.22,4.33,2021
野村　佑希,日本ハム,0.267,99,394,371,99,7,37,0,16,4,90,1,7,0.303,0.361,0.664,3.7,3.7,2021
木下　拓哉,中日,0.27,123,393,352,95,11,43,1,35,1,58,3,11,0.336,0.412,0.748,4.65,4.58,2021
松田　宣浩,ソフトバンク,0.234,115,390,354,83,14,47,5,27,2,67,3,10,0.289,0.407,0.696,3.87,4.01,2021
大城　卓三,巨人,0.231,125,386,347,80,11,37,0,33,2,80,3,11,0.3,0.36,0.66,3.42,3.47,2021
安達　了一,オリックス,0.259,100,382,321,83,0,18,5,46,0,65,14,7,0.351,0.302,0.653,3.75,3.71,2021
林　晃汰,広島,0.266,102,376,357,95,10,40,0,16,2,93,0,9,0.301,0.392,0.693,3.86,3.8,2021
モヤ,オリックス,0.229,106,375,354,81,13,47,1,17,0,81,0,11,0.261,0.373,0.634,2.95,3.13,2021
三森　大貴,ソフトバンク,0.249,86,345,329,82,0,20,16,11,0,77,3,3,0.272,0.313,0.585,2.92,2.92,2021
岸　潤一郎,西武,0.22,100,338,304,67,9,30,2,13,5,49,15,10,0.263,0.345,0.609,2.58,2.68,2021
吉川　尚輝,巨人,0.272,108,329,305,83,5,25,7,17,2,48,3,4,0.313,0.37,0.683,4.3,4.23,2021
角中　勝也,ロッテ,0.244,107,326,275,67,0,29,1,40,4,51,2,4,0.343,0.32,0.663,4.2,4.24,2021
渡邉　諒,日本ハム,0.242,83,325,281,68,3,29,5,30,7,72,4,12,0.327,0.32,0.647,3.39,3.46,2021
石井　一成,日本ハム,0.225,111,321,284,64,4,19,8,22,0,87,14,2,0.28,0.335,0.615,3.0,3.05,2021
愛斗,西武,0.219,97,316,292,64,8,39,1,13,6,60,3,5,0.265,0.377,0.642,3.14,3.19,2021
デスパイネ,ソフトバンク,0.264,80,308,261,69,10,41,0,44,2,64,0,12,0.373,0.437,0.81,5.37,5.32,2021
福田　永将,中日,0.244,110,305,279,68,8,28,1,22,3,49,0,6,0.305,0.419,0.724,4.23,4.18,2021
外崎　修汰,西武,0.22,73,300,254,56,5,19,9,35,2,54,6,1,0.316,0.335,0.651,3.8,3.94,2021
大和,DeNA,0.252,106,294,270,68,2,26,1,19,0,44,4,7,0.3,0.322,0.622,3.05,2.99,2021
牧原　大成,ソフトバンク,0.278,98,292,273,76,4,21,14,9,2,42,7,5,0.305,0.363,0.668,4.05,3.97,2021
王　柏融,日本ハム,0.242,95,283,252,61,9,48,1,25,5,70,0,4,0.322,0.429,0.75,4.86,4.8,2021
太田　光,楽天,0.188,107,281,240,45,4,23,1,17,7,64,16,2,0.26,0.254,0.515,1.99,2.18,2021
西浦　直亨,ヤクルト,0.223,92,276,242,54,5,24,1,24,3,60,4,8,0.298,0.322,0.62,2.95,3.09,2021
野間　峻祥,広島,0.272,74,270,250,68,2,12,9,17,2,29,1,3,0.323,0.34,0.663,4.24,4.13,2021
柴田　竜拓,DeNA,0.234,85,266,222,52,2,15,1,26,1,39,14,1,0.313,0.329,0.642,3.64,3.69,2021
伏見　寅威,オリックス,0.218,91,262,238,52,4,25,0,14,3,39,5,5,0.268,0.324,0.592,2.64,2.74,2021
清水　優心,日本ハム,0.206,100,256,214,44,4,18,0,28,0,60,11,3,0.294,0.29,0.584,2.83,3.07,2021
藤原　恭大,ロッテ,0.217,78,254,217,47,5,22,7,23,5,55,5,3,0.301,0.35,0.651,3.66,3.87,2021
梶谷　隆幸,巨人,0.282,61,246,227,64,4,23,11,15,3,40,0,2,0.333,0.388,0.721,4.51,4.45,2021
山崎　晃大朗,ヤクルト,0.247,114,245,215,53,1,12,8,19,1,53,10,0,0.311,0.335,0.646,3.86,3.76,2021
若林　晃弘,巨人,0.239,96,242,213,51,5,16,1,22,2,46,3,1,0.314,0.362,0.675,3.94,4.03,2021
阿部　寿樹,中日,0.209,66,240,215,45,5,16,0,19,0,36,4,8,0.271,0.326,0.597,2.46,2.61,2021
元山　飛優,ヤクルト,0.255,97,235,208,53,3,17,2,17,4,42,5,7,0.322,0.332,0.653,3.46,3.48,2021
堂上　直倫,中日,0.219,75,234,219,48,5,25,1,9,0,42,4,12,0.248,0.333,0.581,2.01,2.12,2021
山口　航輝,ロッテ,0.207,78,228,203,42,9,20,0,25,0,53,0,5,0.294,0.365,0.658,3.38,3.57,2021
金子　侑司,西武,0.192,101,220,198,38,0,9,9,12,2,39,6,7,0.243,0.237,0.48,1.02,1.21,2021
福留　孝介,中日,0.218,91,216,193,42,4,18,0,23,0,56,0,5,0.301,0.342,0.643,3.34,3.33,2021
エチェバリア,ロッテ,0.203,79,216,207,42,4,24,0,6,0,40,0,6,0.222,0.314,0.536,1.75,1.95,2021
スパンジェンバーグ,西武,0.232,61,212,181,42,7,27,3,27,3,64,0,5,0.34,0.42,0.76,4.64,4.75,2021
亀井　善行,巨人,0.215,92,206,186,40,3,17,1,13,2,47,2,3,0.27,0.339,0.608,2.9,3.04,2021
大田　泰示,日本ハム,0.204,76,206,191,39,3,20,1,14,0,50,0,10,0.257,0.298,0.556,1.79,1.88,2021
ロハス・ジュニア,阪神,0.217,60,206,189,41,8,21,1,15,2,58,0,3,0.282,0.381,0.663,3.32,3.45,2021
會澤　翼,広島,0.256,70,204,180,46,3,22,0,16,4,33,1,8,0.325,0.361,0.686,3.74,3.79,2021
中島　宏之,巨人,0.271,81,195,181,49,6,26,0,9,3,35,1,9,0.314,0.425,0.74,4.07,4.01,2021
松山　竜平,広島,0.263,85,194,175,46,2,29,0,17,0,22,0,4,0.325,0.354,0.679,4.07,4.07,2021
山﨑　剛,楽天,0.256,56,194,168,43,4,24,4,15,3,41,7,5,0.326,0.399,0.725,4.16,4.15,2021
伊藤　光,DeNA,0.213,53,192,160,34,2,13,1,17,2,43,12,3,0.294,0.288,0.582,2.64,2.75,2021
根尾　昂,中日,0.178,72,188,169,30,1,16,0,15,2,53,1,2,0.251,0.231,0.482,1.42,1.65,2021
周東　佑京,ソフトバンク,0.201,70,188,169,34,3,5,21,12,1,49,6,1,0.258,0.26,0.519,2.4,2.57,2021
岡　大海,ロッテ,0.242,110,185,161,39,6,18,11,14,5,44,5,6,0.322,0.391,0.714,4.27,4.26,2021
ジョーンズ,オリックス,0.234,72,180,154,36,4,23,0,22,3,35,0,7,0.339,0.338,0.677,3.73,3.84,2021
川越　誠司,西武,0.225,63,174,160,36,5,11,1,12,1,44,1,2,0.283,0.35,0.633,3.37,3.46,2021
山田　遥楓,西武,0.197,98,173,147,29,0,18,1,13,0,41,10,1,0.258,0.252,0.509,1.88,2.12,2021
安部　友裕,広島,0.252,85,170,151,38,1,12,2,15,1,47,1,2,0.32,0.305,0.624,3.51,3.59,2021
中川　圭太,オリックス,0.212,61,169,156,33,1,7,1,8,2,23,3,4,0.259,0.263,0.522,1.93,2.0,2021
田村　龍弘,ロッテ,0.235,70,165,136,32,0,14,1,17,0,33,10,1,0.316,0.301,0.618,3.43,3.51,2021
若林　楽人,西武,0.278,44,161,144,40,2,10,20,10,4,41,2,3,0.34,0.389,0.729,4.53,4.49,2021
田中　広輔,広島,0.206,81,160,136,28,2,8,1,18,2,23,4,0,0.308,0.279,0.587,2.93,3.06,2021
太田　椋,オリックス,0.172,53,159,151,26,3,9,1,4,0,44,4,3,0.194,0.245,0.439,0.89,1.07,2021
宇草　孔基,広島,0.291,43,158,148,43,4,14,6,6,3,42,1,1,0.331,0.432,0.764,4.89,4.76,2021
佐藤　都志也,ロッテ,0.205,62,155,132,27,6,18,3,14,1,30,7,0,0.284,0.386,0.67,3.91,4.08,2021
中田　翔,日本ハム,0.193,39,150,135,26,4,13,0,14,1,31,0,4,0.273,0.304,0.577,2.45,2.62,2021
グラシアル,ソフトバンク,0.304,37,150,138,42,5,15,2,11,1,27,0,4,0.36,0.457,0.817,5.91,5.7,2021
堂林　翔太,広島,0.19,70,143,137,26,0,5,2,3,1,34,2,4,0.213,0.234,0.446,0.88,0.93,2021
長野　久義,広島,0.216,71,140,125,27,2,13,1,14,1,30,0,2,0.3,0.288,0.588,3.01,3.11,2021
若月　健矢,オリックス,0.214,68,140,117,25,5,16,1,11,2,27,9,2,0.29,0.376,0.666,3.51,3.68,2021
関根　大気,DeNA,0.226,103,139,124,28,1,4,2,9,1,27,5,2,0.284,0.298,0.582,2.81,2.78,2021
三ツ俣　大樹,中日,0.222,58,138,117,26,1,11,0,7,1,27,13,0,0.272,0.308,0.58,2.73,2.7,2021
クロン,広島,0.231,42,137,130,30,6,16,0,6,1,47,0,2,0.27,0.431,0.701,3.87,3.88,2021
戸柱　恭孝,DeNA,0.22,56,135,127,28,3,14,0,4,1,18,2,3,0.25,0.346,0.596,2.59,2.62,2021
渡辺　勝,中日,0.21,48,134,119,25,2,11,3,9,0,25,6,1,0.266,0.277,0.543,2.12,2.25,2021
万波　中正,日本ハム,0.198,49,133,126,25,5,13,0,4,2,53,0,3,0.233,0.405,0.638,2.7,2.85,2021
木浪　聖也,阪神,0.227,92,132,119,27,1,15,0,7,1,20,2,1,0.269,0.319,0.589,2.91,3.11,2021
加藤　翔平,中日,0.209,55,128,110,23,1,2,8,11,0,19,7,2,0.281,0.255,0.536,2.51,2.59,2021
楠本　泰史,DeNA,0.254,76,127,114,29,2,18,1,10,2,23,0,1,0.323,0.368,0.691,3.83,3.85,2021
石原　貴規,広島,0.239,60,125,113,27,4,12,1,9,0,24,2,7,0.293,0.354,0.647,2.81,2.97,2021
古賀　優大,ヤクルト,0.224,54,125,116,26,0,7,0,4,1,16,4,1,0.256,0.241,0.498,1.87,1.88,2021
Ｒ．ロドリゲス,日本ハム,0.197,50,125,122,24,6,12,1,3,0,38,0,2,0.216,0.426,0.642,2.95,3.05,2021
頓宮　裕真,オリックス,0.232,46,125,112,26,5,14,0,8,3,41,1,0,0.298,0.402,0.7,4.33,4.5,2021
スモーク,巨人,0.272,34,125,114,31,7,14,0,10,1,37,0,2,0.336,0.482,0.818,5.71,5.68,2021
真砂　勇介,ソフトバンク,0.254,79,124,114,29,1,8,1,6,1,41,2,0,0.295,0.333,0.628,3.17,3.24,2021
炭谷　銀仁朗,楽天,0.219,51,124,105,23,3,8,0,7,1,24,10,3,0.272,0.333,0.605,2.47,2.64,2021
髙松　渡,中日,0.25,78,123,112,28,0,4,15,3,1,35,6,0,0.274,0.259,0.532,2.03,2.21,2021
石川　亮,日本ハム,0.185,60,123,108,20,0,7,0,4,0,21,11,3,0.214,0.204,0.418,0.63,0.71,2021
加藤　匠馬,ロッテ,0.095,57,123,105,10,2,4,0,4,0,52,14,1,0.128,0.171,0.3,-0.34,-0.1,2021
川島　慶三,ソフトバンク,0.239,56,123,109,26,2,11,0,11,0,31,2,0,0.306,0.367,0.673,4.11,4.12,2021
ディクソン,楽天,0.167,38,123,108,18,4,15,2,12,3,42,0,3,0.268,0.324,0.592,2.52,2.74,2021
長谷川　勇也,ソフトバンク,0.26,71,120,100,26,3,19,0,17,1,18,0,2,0.367,0.43,0.797,5.79,5.76,2021
