year,team,player
2018,阪神,牧　丈一郎
2018,阪神,岩崎　優
2018,阪神,俊介
2018,阪神,島本　浩也
2018,阪神,伊藤　和雄
2018,阪神,西田　直斗
2018,阪神,原口　文仁
2018,阪神,歳内　宏明
2018,阪神,ドリス
2018,阪神,ナバーロ
2018,阪神,石井　将希
2018,阪神,横田　慎太郎
2019,DeNA,宮本　秀明
2019,DeNA,中井　大介
2019,DeNA,桑原　将志
2019,DeNA,ロペス
2019,DeNA,梶谷　隆幸
2019,DeNA,伊藤　裕季也
2019,DeNA,倉本　寿彦
2019,DeNA,石川　雄洋
2019,DeNA,神里　和毅
2019,DeNA,大和
2019,DeNA,戸柱　恭孝
2019,DeNA,東　克樹
2019,DeNA,阪口　皓亮
2019,DeNA,石田　健大
2019,DeNA,井納　翔一
2019,DeNA,大貫　晋一
2019,DeNA,三嶋　一輝
2019,DeNA,山﨑　康晃
2019,DeNA,今永　昇太
2019,DeNA,大河
2019,DeNA,齋藤　俊介
2019,DeNA,筒香　嘉智
2019,DeNA,濵口　遥大
2019,DeNA,上茶谷　大河
2019,DeNA,勝又　温史
2019,DeNA,伊藤　光
2019,DeNA,飯塚　悟史
2019,DeNA,柴田　竜拓
2019,DeNA,益子　京右
2019,DeNA,乙坂　智
2019,DeNA,平田　真吾
2019,DeNA,三上　朋也
2019,DeNA,狩野　行寿
2019,DeNA,楠本　泰史
2019,DeNA,山下　幸輝
2019,DeNA,嶺井　博希
2019,DeNA,飛雄馬
2019,DeNA,櫻井　周斗
2019,DeNA,バリオス
2019,DeNA,進藤　拓也
2019,DeNA,佐野　恵太
2019,DeNA,綾部　翔
2019,DeNA,田中　健二朗
2019,DeNA,砂田　毅樹
2019,DeNA,京山　将弥
2019,DeNA,赤間　謙
2019,DeNA,山本　祐大
2019,DeNA,宮﨑　敏郎
2019,DeNA,細川　成也
2019,DeNA,パットン
2019,DeNA,寺田　光輝
2019,DeNA,濱矢　廣大
2019,DeNA,青柳　昴樹
2019,DeNA,武藤　祐太
2019,DeNA,平良　拳太郎
2019,DeNA,知野　直人
2019,DeNA,中川　大志
2019,DeNA,エスコバー
2019,DeNA,関根　大気
2019,DeNA,百瀬　大騎
2019,DeNA,国吉　佑樹
2019,DeNA,西森　将司
2019,DeNA,古村　徹
2019,DeNA,藤岡　好明
2019,DeNA,中後　悠平
2019,DeNA,田村　丈
2019,DeNA,中川　虎大
2019,DeNA,笠井　崇正
2019,DeNA,ソリス
2019,DeNA,ソト
2019,DeNA,宮城　滝太
2019,DeNA,水野　滉也
2019,DeNA,コルデロ
2019,オリックス,山﨑　福也
2019,オリックス,西浦　颯大
2019,オリックス,モヤ
2019,オリックス,白崎　浩之
2019,オリックス,安達　了一
2019,オリックス,福田　周平
2019,オリックス,西野　真弘
2019,オリックス,宗　佑磨
2019,オリックス,後藤　駿太
2019,オリックス,ロメロ
2019,オリックス,大城　滉二
2019,オリックス,マレーロ
2019,オリックス,山岡　泰輔
2019,オリックス,吉田　一将
2019,オリックス,荒西　祐大
2019,オリックス,増井　浩俊
2019,オリックス,岸田　護
2019,オリックス,近藤　大亮
2019,オリックス,竹安　大知
2019,オリックス,髙城　俊人
2019,オリックス,伏見　寅威
2019,オリックス,宮﨑　祐樹
2019,オリックス,西村　凌
2019,オリックス,東明　大貴
2019,オリックス,アルバース
2019,オリックス,富山　凌雅
2019,オリックス,田嶋　大樹
2019,オリックス,Ｋ－鈴木
2019,オリックス,太田　椋
2019,オリックス,ディクソン
2019,オリックス,メネセス
2019,オリックス,松井　雅人
2019,オリックス,吉田　正尚
2019,オリックス,比嘉　幹貴
2019,オリックス,山足　達也
2019,オリックス,若月　健矢
2019,オリックス,小島　脩平
2019,オリックス,小林　慶祐
2019,オリックス,鈴木　昂平
2019,オリックス,エップラー
2019,オリックス,山本　由伸
2019,オリックス,頓宮　裕真
2019,オリックス,飯田　大祐
2019,オリックス,成瀬　善久
2019,オリックス,海田　智行
2019,オリックス,齋藤　綱記
2019,オリックス,澤田　圭佑
2019,オリックス,小田　裕也
2019,オリックス,岡﨑　大輔
2019,オリックス,宜保　翔
2019,オリックス,黒木　優太
2019,オリックス,Ｔ－岡田
2019,オリックス,松井　佑介
2019,オリックス,山田　修義
2019,オリックス,金田　和之
2019,オリックス,根本　薫
2019,オリックス,左澤　優
2019,オリックス,榊原　翼
2019,オリックス,山崎　勝己
2019,オリックス,山﨑　颯一郎
2019,オリックス,廣澤　伸哉
2019,オリックス,青山　大紀
2019,オリックス,吉田　凌
2019,オリックス,中川　圭太
2019,オリックス,鈴木　優
2019,オリックス,岩本　輝
2019,オリックス,佐野　皓大
2019,オリックス,神戸　文也
2019,オリックス,本田　仁海
2019,オリックス,張　奕
2019,オリックス,杉本　裕太郎
2019,オリックス,稲富　宏樹
2019,オリックス,塚原　頌平
2019,オリックス,漆原　大晟
2019,オリックス,東　晃平
2019,オリックス,比屋根　彰人
2019,オリックス,フェリペ
2019,ソフトバンク,川瀬　晃
2019,ソフトバンク,髙田　知季
2019,ソフトバンク,内川　聖一
2019,ソフトバンク,スチュワート・ジュニア
2019,ソフトバンク,川島　慶三
2019,ソフトバンク,松田　宣浩
2019,ソフトバンク,今宮　健太
2019,ソフトバンク,中村　晃
2019,ソフトバンク,明石　健志
2019,ソフトバンク,柳田　悠岐
2019,ソフトバンク,大竹　耕太郎
2019,ソフトバンク,中田　賢一
2019,ソフトバンク,髙谷　裕亮
2019,ソフトバンク,二保　旭
2019,ソフトバンク,加治屋　蓮
2019,ソフトバンク,東浜　巨
2019,ソフトバンク,岩嵜　翔
2019,ソフトバンク,武田　翔太
2019,ソフトバンク,ミランダ
2019,ソフトバンク,甲斐野　央
2019,ソフトバンク,和田　毅
2019,ソフトバンク,西田　哲朗
2019,ソフトバンク,周東　佑京
2019,ソフトバンク,長谷川　勇也
2019,ソフトバンク,田中　正義
2019,ソフトバンク,吉住　晴斗
2019,ソフトバンク,グラシアル
2019,ソフトバンク,高橋　礼
2019,ソフトバンク,石川　柊太
2019,ソフトバンク,市川　友也
2019,ソフトバンク,栗原　陵矢
2019,ソフトバンク,塚田　正義
2019,ソフトバンク,増田　珠
2019,ソフトバンク,椎野　新
2019,ソフトバンク,モイネロ
2019,ソフトバンク,牧原　大成
2019,ソフトバンク,福田　秀平
2019,ソフトバンク,森　唯斗
2019,ソフトバンク,堀内　汰門
2019,ソフトバンク,杉山　一樹
2019,ソフトバンク,千賀　滉大
2019,ソフトバンク,松田　遼馬
2019,ソフトバンク,江川　智晃
2019,ソフトバンク,バンデンハーク
2019,ソフトバンク,谷川原　健太
2019,ソフトバンク,コラス
2019,ソフトバンク,髙橋　純平
2019,ソフトバンク,岡本　健
2019,ソフトバンク,古谷　優人
2019,ソフトバンク,板東　湧梧
2019,ソフトバンク,上林　誠知
2019,ソフトバンク,泉　圭輔
2019,ソフトバンク,デスパイネ
2019,ソフトバンク,野村　大樹
2019,ソフトバンク,田浦　文丸
2019,ソフトバンク,嘉弥真　新也
2019,ソフトバンク,サファテ
2019,ソフトバンク,水谷　瞬
2019,ソフトバンク,釜元　豪
2019,ソフトバンク,奥村　政稔
2019,ソフトバンク,甲斐　拓也
2019,ソフトバンク,川原　弘之
2019,ソフトバンク,真砂　勇介
2019,ソフトバンク,九鬼　隆平
2019,ソフトバンク,松本　裕樹
2019,ソフトバンク,笠谷　俊介
2019,ソフトバンク,三森　大貴
2019,ソフトバンク,美間　優槻
2019,ソフトバンク,スアレス
2019,ソフトバンク,尾形　崇斗
2019,ソフトバンク,小澤　怜史
2019,ソフトバンク,古澤　勝吾
2019,ソフトバンク,大本　将吾
2019,ソフトバンク,黒瀬　健太
2019,ソフトバンク,砂川　リチャード
2019,ソフトバンク,野澤　佑斗
2019,ソフトバンク,笠原　大芽
2019,ソフトバンク,張本　優大
2019,ソフトバンク,渡邉　陸
2019,ソフトバンク,岡本　直也
2019,ソフトバンク,長谷川　宙輝
2019,ソフトバンク,田城　飛翔
2019,ソフトバンク,中村　晨
2019,ソフトバンク,渡辺　健史
2019,ソフトバンク,重田　倫明
2019,ソフトバンク,日暮　矢麻人
2019,ソフトバンク,渡邉　雄大
2019,ソフトバンク,清水　陸哉
2019,ソフトバンク,中村　宜聖
2019,ソフトバンク,島袋　洋奨
2019,ヤクルト,藤井　亮太
2019,ヤクルト,奥村　展征
2019,ヤクルト,山田　哲人
2019,ヤクルト,大引　啓次
2019,ヤクルト,西浦　直亨
2019,ヤクルト,バレンティン
2019,ヤクルト,川端　慎吾
2019,ヤクルト,中山　翔太
2019,ヤクルト,塩見　泰隆
2019,ヤクルト,荒木　貴裕
2019,ヤクルト,石山　泰稚
2019,ヤクルト,中尾　輝
2019,ヤクルト,高梨　裕稔
2019,ヤクルト,大下　佑馬
2019,ヤクルト,原　樹理
2019,ヤクルト,清水　昇
2019,ヤクルト,寺島　成輝
2019,ヤクルト,石川　雅規
2019,ヤクルト,近藤　一樹
2019,ヤクルト,蔵本　治孝
2019,ヤクルト,青木　宣親
2019,ヤクルト,星　知弥
2019,ヤクルト,館山　昌平
2019,ヤクルト,坂本　光士郎
2019,ヤクルト,ブキャナン
2019,ヤクルト,小川　泰弘
2019,ヤクルト,西田　明央
2019,ヤクルト,山崎　晃大朗
2019,ヤクルト,松本　直樹
2019,ヤクルト,畠山　和洋
2019,ヤクルト,山田　大樹
2019,ヤクルト,寺原　隼人
2019,ヤクルト,廣岡　大志
2019,ヤクルト,マクガフ
2019,ヤクルト,梅野　雄吾
2019,ヤクルト,宮本　丈
2019,ヤクルト,市川　悠太
2019,ヤクルト,雄平
2019,ヤクルト,坂口　智隆
2019,ヤクルト,村中　恭兵
2019,ヤクルト,岩橋　慶侍
2019,ヤクルト,ハフ
2019,ヤクルト,太田　賢吾
2019,ヤクルト,高橋　奎二
2019,ヤクルト,金久保　優斗
2019,ヤクルト,渡邉　大樹
2019,ヤクルト,上田　剛史
2019,ヤクルト,濱田　太貴
2019,ヤクルト,中村　悠平
2019,ヤクルト,五十嵐　亮太
2019,ヤクルト,中澤　雅人
2019,ヤクルト,村上　宗隆
2019,ヤクルト,鈴木　裕太
2019,ヤクルト,古賀　優大
2019,ヤクルト,屋宜　照悟
2019,ヤクルト,大村　孟
2019,ヤクルト,三輪　正義
2019,ヤクルト,久保　拓眞
2019,ヤクルト,田川　賢吾
2019,ヤクルト,井野　卓
2019,ヤクルト,風張　蓮
2019,ヤクルト,田代　将太郎
2019,ヤクルト,吉田　大成
2019,ヤクルト,平井　諒
2019,ヤクルト,山中　浩史
2019,ヤクルト,山川　晃司
2019,ヤクルト,スアレス
2019,ヤクルト,沼田　拓巳
2019,ヤクルト,松本　友
2019,ヤクルト,内山　太嗣
2019,ヤクルト,ジュリアス
2019,ロッテ,レイビン
2019,ロッテ,荻野　貴司
2019,ロッテ,清田　育宏
2019,ロッテ,藤原　恭大
2019,ロッテ,角中　勝也
2019,ロッテ,藤岡　裕大
2019,ロッテ,安田　尚憲
2019,ロッテ,鈴木　大地
2019,ロッテ,中村　奨吾
2019,ロッテ,福浦　和也
2019,ロッテ,加藤　翔平
2019,ロッテ,佐々木　千隼
2019,ロッテ,石川　歩
2019,ロッテ,平沢　大河
2019,ロッテ,大谷　智久
2019,ロッテ,関谷　亮太
2019,ロッテ,涌井　秀章
2019,ロッテ,唐川　侑己
2019,ロッテ,東條　大樹
2019,ロッテ,内　竜也
2019,ロッテ,田村　龍弘
2019,ロッテ,酒居　知史
2019,ロッテ,東妻　勇輔
2019,ロッテ,岡　大海
2019,ロッテ,山本　大貴
2019,ロッテ,松永　昂大
2019,ロッテ,西野　勇士
2019,ロッテ,大嶺　祐太
2019,ロッテ,菅野　剛士
2019,ロッテ,髙濱　卓也
2019,ロッテ,南　昌輝
2019,ロッテ,土肥　星也
2019,ロッテ,渡邉　啓太
2019,ロッテ,有吉　優樹
2019,ロッテ,三木　亮
2019,ロッテ,伊志嶺　翔大
2019,ロッテ,吉田　裕太
2019,ロッテ,島　孝明
2019,ロッテ,成田　翔
2019,ロッテ,バルガス
2019,ロッテ,小島　和哉
2019,ロッテ,井上　晴哉
2019,ロッテ,宗接　唯人
2019,ロッテ,岩下　大輝
2019,ロッテ,田中　靖洋
2019,ロッテ,中村　稔弥
2019,ロッテ,チェン・グァンユウ
2019,ロッテ,松田　進
2019,ロッテ,山口　航輝
2019,ロッテ,益田　直也
2019,ロッテ,江村　直也
2019,ロッテ,レアード
2019,ロッテ,細川　亨
2019,ロッテ,原　嵩
2019,ロッテ,香月　一也
2019,ロッテ,石崎　剛
2019,ロッテ,細谷　圭
2019,ロッテ,阿部　和成
2019,ロッテ,三家　和真
2019,ロッテ,永野　将司
2019,ロッテ,種市　篤暉
2019,ロッテ,二木　康太
2019,ロッテ,古谷　拓郎
2019,ロッテ,李　杜軒
2019,ロッテ,大木　貴将
2019,ロッテ,土居　豪人
2019,ロッテ,マーティン
2019,ロッテ,ブランドン
2019,ロッテ,ボルシンガー
2019,ロッテ,柿沼　友哉
2019,ロッテ,鎌田　光津希
2019,ロッテ,和田　康士朗
2019,ロッテ,森　遼大朗
2019,ロッテ,茶谷　健太
2019,中日,髙松　渡
2019,中日,京田　陽太
2019,中日,高橋　周平
2019,中日,藤井　淳志
2019,中日,阿部　寿樹
2019,中日,平田　良介
2019,中日,根尾　昂
2019,中日,大島　洋平
2019,中日,石川　駿
2019,中日,小笠原　慎之介
2019,中日,田島　慎二
2019,中日,谷元　圭介
2019,中日,又吉　克樹
2019,中日,柳　裕也
2019,中日,松坂　大輔
2019,中日,吉見　一起
2019,中日,岡田　俊哉
2019,中日,大野　雄大
2019,中日,遠藤　一星
2019,中日,福谷　浩司
2019,中日,佐藤　優
2019,中日,井領　雅貴
2019,中日,大野　奨太
2019,中日,梅津　晃大
2019,中日,山井　大介
2019,中日,阿知羅　拓馬
2019,中日,渡辺　勝
2019,中日,石垣　雅海
2019,中日,祖父江　大輔
2019,中日,福　敬登
2019,中日,木下　拓哉
2019,中日,石岡　諒太
2019,中日,三ツ俣　大樹
2019,中日,松葉　貴大
2019,中日,武山　真吾
2019,中日,石川　翔
2019,中日,勝野　昌慶
2019,中日,アルモンテ
2019,中日,三ツ間　卓也
2019,中日,杉山　翔大
2019,中日,鈴木　博志
2019,中日,笠原　祥太郎
2019,中日,溝脇　隼人
2019,中日,伊藤　康祐
2019,中日,清水　達也
2019,中日,滝野　要
2019,中日,加藤　匠馬
2019,中日,亀澤　恭平
2019,中日,藤嶋　健人
2019,中日,福田　永将
2019,中日,武田　健吾
2019,中日,ロドリゲス
2019,中日,石橋　康太
2019,中日,山本　拓実
2019,中日,垣越　建伸
2019,中日,友永　翔太
2019,中日,堂上　直倫
2019,中日,小熊　凌祐
2019,中日,伊藤　準規
2019,中日,ビシエド
2019,中日,近藤　弘基
2019,中日,桂　依央利
2019,中日,丸山　泰資
2019,中日,ロメロ
2019,中日,Ｒ．マルティネス
2019,中日,木下　雄介
2019,中日,鈴木　翔太
2019,中日,ブリトー
2019,中日,浜田　智博
2019,中日,濱田　達郎
2019,中日,大藏　彰人
2019,中日,石田　健人マルク
2019,中日,Ａ．マルティネス
2019,巨人,吉川　大幾
2019,巨人,吉川　尚輝
2019,巨人,比嘉　賢伸
2019,巨人,陽　岱鋼
2019,巨人,山川　和大
2019,巨人,笠井　駿
2019,巨人,中島　宏之
2019,巨人,広畑　塁
2019,巨人,坂本　勇人
2019,巨人,小山　翔平
2019,巨人,丸　佳浩
2019,巨人,折下　光輝
2019,巨人,亀井　善行
2019,巨人,阿部　慎之助
2019,巨人,高山　竜太朗
2019,巨人,山口　俊
2019,巨人,髙井　俊
2019,巨人,髙橋　優貴
2019,巨人,平井　快青
2019,巨人,森福　允彦
2019,巨人,モタ
2019,巨人,澤村　拓一
2019,巨人,巽　大介
2019,巨人,沼田　翔平
2019,巨人,山上　信吾
2019,巨人,大竹　寛
2019,巨人,田島　洸成
2019,巨人,菅野　智之
2019,巨人,上原　浩治
2019,巨人,田中　優大
2019,巨人,マシソン
2019,巨人,橋本　篤郎
2019,巨人,黒田　響生
2019,巨人,岩隈　久志
2019,巨人,小林　誠司
2019,巨人,荒井　颯太
2019,巨人,與那原　大剛
2019,巨人,野上　亮磨
2019,巨人,山下　亜文
2019,巨人,クック
2019,巨人,岡本　和真
2019,巨人,ラモス
2019,巨人,炭谷　銀仁朗
2019,巨人,田口　麗斗
2019,巨人,鍬原　拓也
2019,巨人,宮國　椋丞
2019,巨人,畠　世周
2019,巨人,鍵谷　陽平
2019,巨人,ビヤヌエバ
2019,巨人,桜井　俊貴
2019,巨人,石川　慎吾
2019,巨人,田原　誠次
2019,巨人,岸田　行倫
2019,巨人,立岡　宗一郎
2019,巨人,谷岡　竜平
2019,巨人,中川　皓太
2019,巨人,メルセデス
2019,巨人,重信　慎之介
2019,巨人,ゲレーロ
2019,巨人,今村　信貴
2019,巨人,大城　卓三
2019,巨人,藤岡　貴裕
2019,巨人,池田　駿
2019,巨人,ヤングマン
2019,巨人,戸根　千明
2019,巨人,田中　俊太
2019,巨人,北村　拓己
2019,巨人,髙田　萌生
2019,巨人,直江　大輔
2019,巨人,山本　泰寛
2019,巨人,高木　京介
2019,巨人,坂本　工宜
2019,巨人,松原　聖弥
2019,巨人,若林　晃弘
2019,巨人,増田　陸
2019,巨人,横川　凱
